SKU,Sale_Channel,DateTime,Quantity,Price
CLT002,Store 1,2024-12-24 19:01:06.476079,1,64.31
ELEC004,Online,2024-12-24 19:14:59.476079,4,943.19
CLT007,Store 2,2024-12-24 19:16:34.476079,2,61.57
ELEC004,Marketplace,2024-12-24 19:24:53.476079,1,979.53
ELEC001,Store 2,2024-12-24 19:25:07.476079,1,978.15
ELEC001,Online,2024-12-24 19:37:02.476079,2,927.94
HOME003,Online,2024-12-24 19:37:41.476079,2,89.91
CLT006,Store 2,2024-12-24 20:26:55.476079,1,50.42
ELEC001,Store 2,2024-12-24 20:31:37.476079,5,928.38
CLT007,Marketplace,2024-12-24 20:37:04.476079,1,61.7
ELEC003,Marketplace,2024-12-24 20:43:35.476079,1,585.06
CLT005,Online,2024-12-24 20:47:18.476079,4,49.79
ELEC004,Store 1,2024-12-24 21:09:55.476079,2,906.96
HOME001,Marketplace,2024-12-24 21:14:56.476079,4,88.31
CLT007,Online,2024-12-24 21:39:22.476079,3,57.99
HOME001,Store 1,2024-12-24 22:35:33.476079,3,88.55
CLT002,Online,2024-12-24 23:14:27.476079,1,64.71
CLT006,Online,2024-12-24 23:15:49.476079,1,54.17
CLT002,Online,2024-12-24 23:37:41.476079,3,66.08
HOME003,Store 1,2024-12-25 00:06:54.476079,1,94.7
CLT005,Store 1,2024-12-25 00:09:52.476079,2,51.19
HOME003,Store 1,2024-12-25 02:10:18.476079,3,90.06
CLT002,Store 1,2024-12-25 02:19:59.476079,1,66.06
ELEC004,Store 1,2024-12-25 02:23:15.476079,2,949.67
CLT006,Store 2,2024-12-25 02:38:19.476079,1,50.41
ELEC003,Store 1,2024-12-25 03:07:33.476079,2,580.28
HOME003,Store 2,2024-12-25 03:10:47.476079,1,92.02
ELEC003,Store 1,2024-12-25 03:15:02.476079,5,541.83
CLT005,Store 1,2024-12-25 04:03:34.476079,3,50.45
HOME001,Store 1,2024-12-25 05:12:49.476079,1,84.57
HOME001,Online,2024-12-25 05:54:43.476079,3,82.57
ELEC002,Store 1,2024-12-25 05:55:20.476079,5,551.35
CLT002,Store 2,2024-12-25 05:58:59.476079,3,63.38
HOME001,Online,2024-12-25 06:05:21.476079,2,80.38
HOME002,Online,2024-12-25 06:31:36.476079,3,83.13
CLT002,Online,2024-12-25 07:21:46.476079,3,66.96
ELEC003,Marketplace,2024-12-25 07:23:17.476079,1,587.14
CLT007,Store 2,2024-12-25 07:48:58.476079,2,56.66
ELEC005,Store 1,2024-12-25 08:30:57.476079,1,860.18
HOME002,Online,2024-12-25 08:31:03.476079,5,83.06
CLT006,Marketplace,2024-12-25 08:47:42.476079,2,52.31
CLT004,Store 1,2024-12-25 08:53:42.476079,1,57.34
ELEC005,Store 2,2024-12-25 08:58:38.476079,3,849.4
ELEC003,Store 2,2024-12-25 09:04:07.476079,2,585.34
ELEC003,Online,2024-12-25 09:04:17.476079,1,551.92
ELEC005,Store 2,2024-12-25 09:04:22.476079,4,871.84
ELEC004,Online,2024-12-25 09:08:39.476079,3,926.53
HOME003,Marketplace,2024-12-25 09:15:15.476079,1,94.69
ELEC004,Store 2,2024-12-25 09:15:32.476079,1,921.75
ELEC002,Store 2,2024-12-25 09:24:51.476079,3,539.15
ELEC001,Store 1,2024-12-25 09:30:57.476079,1,1008.35
CLT002,Marketplace,2024-12-25 09:47:17.476079,1,66.5
ELEC003,Online,2024-12-25 09:49:33.476079,1,576.02
ELEC002,Store 1,2024-12-25 09:51:34.476079,2,533.53
ELEC004,Store 1,2024-12-25 09:52:13.476079,3,954.67
CLT002,Online,2024-12-25 09:52:37.476079,5,66.83
HOME003,Online,2024-12-25 09:54:11.476079,4,94.58
ELEC001,Store 1,2024-12-25 09:56:36.476079,1,927.7
CLT005,Store 1,2024-12-25 09:59:43.476079,1,52.3
ELEC002,Store 2,2024-12-25 10:00:24.476079,1,526.37
CLT005,Marketplace,2024-12-25 10:09:45.476079,1,51.1
CLT002,Store 2,2024-12-25 10:11:12.476079,2,67.27
CLT004,Store 2,2024-12-25 10:14:35.476079,1,57.33
CLT007,Store 1,2024-12-25 10:25:00.476079,4,56.3
ELEC005,Online,2024-12-25 10:40:36.476079,5,873.54
HOME003,Store 2,2024-12-25 10:51:08.476079,2,89.53
ELEC004,Online,2024-12-25 10:53:25.476079,5,963.51
ELEC001,Store 2,2024-12-25 10:54:49.476079,5,996.25
CLT006,Store 2,2024-12-25 11:09:57.476079,3,51.0
HOME003,Online,2024-12-25 11:10:06.476079,1,93.52
CLT006,Store 1,2024-12-25 11:21:09.476079,2,53.58
HOME003,Store 1,2024-12-25 11:34:55.476079,4,90.55
ELEC001,Online,2024-12-25 11:34:56.476079,4,954.46
ELEC005,Store 2,2024-12-25 11:53:08.476079,3,854.65
CLT002,Store 2,2024-12-25 11:57:32.476079,2,66.32
HOME002,Marketplace,2024-12-25 12:27:43.476079,2,77.56
CLT003,Online,2024-12-25 12:28:41.476079,1,50.28
ELEC003,Online,2024-12-25 12:29:15.476079,5,543.72
ELEC001,Store 2,2024-12-25 12:38:47.476079,4,955.34
CLT007,Store 1,2024-12-25 12:45:16.476079,1,60.78
CLT002,Store 2,2024-12-25 12:50:10.476079,3,63.86
ELEC002,Marketplace,2024-12-25 12:52:38.476079,3,513.8
ELEC002,Online,2024-12-25 13:04:41.476079,1,521.22
HOME002,Online,2024-12-25 13:09:06.476079,5,83.8
ELEC002,Online,2024-12-25 13:09:36.476079,1,517.74
ELEC002,Store 1,2024-12-25 13:13:38.476079,1,509.38
CLT002,Store 2,2024-12-25 13:18:16.476079,1,64.51
ELEC005,Marketplace,2024-12-25 13:30:44.476079,1,866.97
ELEC004,Online,2024-12-25 13:32:34.476079,5,992.51
ELEC002,Online,2024-12-25 13:36:57.476079,1,506.76
ELEC002,Store 1,2024-12-25 13:38:52.476079,2,551.77
CLT005,Store 1,2024-12-25 13:43:47.476079,1,47.77
ELEC002,Store 2,2024-12-25 13:45:54.476079,1,531.46
ELEC004,Online,2024-12-25 13:51:17.476079,2,948.13
CLT001,Store 1,2024-12-25 13:56:28.476079,3,60.64
CLT004,Online,2024-12-25 14:01:37.476079,3,57.64
CLT001,Store 2,2024-12-25 14:09:35.476079,5,59.63
HOME003,Store 1,2024-12-25 14:11:50.476079,4,94.52
HOME003,Store 1,2024-12-25 14:15:30.476079,5,91.91
CLT002,Store 1,2024-12-25 14:28:14.476079,3,66.1
HOME002,Store 2,2024-12-25 14:28:44.476079,1,78.77
HOME001,Store 1,2024-12-25 14:30:34.476079,5,85.08
ELEC004,Online,2024-12-25 14:31:54.476079,4,950.16
HOME002,Store 2,2024-12-25 14:34:26.476079,5,79.6
CLT007,Marketplace,2024-12-25 14:39:12.476079,3,57.13
ELEC004,Store 1,2024-12-25 14:44:49.476079,3,953.96
HOME002,Store 1,2024-12-25 14:49:50.476079,1,84.5
ELEC003,Store 2,2024-12-25 14:59:55.476079,4,585.72
HOME002,Online,2024-12-25 15:11:51.476079,3,82.65
HOME002,Store 2,2024-12-25 15:38:29.476079,2,84.16
HOME001,Store 1,2024-12-25 15:49:39.476079,4,80.52
ELEC003,Online,2024-12-25 15:53:31.476079,5,563.36
ELEC001,Online,2024-12-25 16:54:24.476079,2,974.6
CLT007,Online,2024-12-25 16:56:18.476079,2,59.22
HOME003,Online,2024-12-25 17:29:39.476079,3,88.55
CLT004,Store 1,2024-12-25 17:30:27.476079,1,60.41
HOME001,Online,2024-12-25 17:36:11.476079,5,84.42
ELEC005,Store 1,2024-12-25 17:45:46.476079,3,836.71
ELEC004,Online,2024-12-25 17:57:27.476079,2,931.68
ELEC001,Online,2024-12-25 18:09:54.476079,1,987.42
CLT001,Marketplace,2024-12-25 18:17:16.476079,2,63.73
CLT006,Online,2024-12-25 18:28:01.476079,2,51.15
ELEC004,Online,2024-12-25 18:31:36.476079,1,966.68
CLT003,Online,2024-12-25 18:45:52.476079,1,52.11
ELEC005,Store 1,2024-12-25 18:47:33.476079,5,808.13
ELEC005,Marketplace,2024-12-25 19:08:18.476079,3,868.2
CLT001,Online,2024-12-25 19:16:14.476079,5,62.52
CLT002,Store 2,2024-12-25 19:20:58.476079,1,64.08
HOME003,Store 1,2024-12-25 19:41:27.476079,1,95.14
CLT002,Store 1,2024-12-25 19:52:03.476079,1,63.69
CLT004,Online,2024-12-25 19:54:27.476079,5,57.09
ELEC003,Store 1,2024-12-25 19:56:17.476079,2,559.94
CLT004,Marketplace,2024-12-25 20:06:01.476079,2,57.53
CLT002,Store 2,2024-12-25 20:08:10.476079,1,68.99
CLT006,Online,2024-12-25 20:11:22.476079,3,53.61
HOME001,Online,2024-12-25 20:12:02.476079,2,88.58
ELEC001,Store 1,2024-12-25 20:20:26.476079,2,977.72
HOME002,Store 2,2024-12-25 20:36:18.476079,5,81.03
HOME001,Online,2024-12-25 20:36:37.476079,1,87.69
ELEC005,Store 1,2024-12-25 20:42:25.476079,1,825.22
HOME001,Marketplace,2024-12-25 20:49:38.476079,4,82.11
HOME002,Online,2024-12-25 21:17:32.476079,2,80.2
HOME001,Online,2024-12-25 21:40:28.476079,2,82.73
ELEC004,Online,2024-12-25 21:40:44.476079,1,949.38
CLT005,Store 2,2024-12-25 22:13:08.476079,1,47.89
CLT001,Online,2024-12-25 22:14:54.476079,1,60.08
ELEC004,Marketplace,2024-12-25 23:09:05.476079,5,935.03
HOME001,Marketplace,2024-12-25 23:30:00.476079,1,80.76
ELEC001,Store 1,2024-12-25 23:33:15.476079,1,1002.7
ELEC005,Online,2024-12-25 23:36:18.476079,2,829.49
ELEC004,Store 1,2024-12-25 23:55:21.476079,1,944.83
ELEC004,Store 2,2024-12-26 00:18:29.476079,4,980.61
HOME002,Marketplace,2024-12-26 00:45:08.476079,2,77.62
ELEC005,Store 2,2024-12-26 01:00:13.476079,3,830.62
ELEC004,Store 2,2024-12-26 01:01:49.476079,1,927.42
HOME003,Store 1,2024-12-26 01:24:07.476079,1,92.35
ELEC001,Store 2,2024-12-26 02:15:34.476079,1,993.17
CLT001,Online,2024-12-26 02:46:55.476079,5,64.29
ELEC004,Online,2024-12-26 03:16:22.476079,3,923.67
HOME003,Online,2024-12-26 03:45:26.476079,1,91.48
ELEC004,Store 2,2024-12-26 03:56:02.476079,4,953.9
HOME003,Online,2024-12-26 03:59:04.476079,1,95.93
ELEC004,Store 1,2024-12-26 04:27:01.476079,5,936.96
ELEC005,Online,2024-12-26 05:21:35.476079,5,836.66
HOME002,Online,2024-12-26 05:22:35.476079,1,81.69
ELEC004,Online,2024-12-26 05:37:07.476079,4,988.03
CLT005,Online,2024-12-26 05:49:37.476079,4,50.24
ELEC002,Online,2024-12-26 06:10:12.476079,5,534.05
HOME002,Online,2024-12-26 06:15:59.476079,3,83.86
ELEC001,Online,2024-12-26 06:48:35.476079,1,1008.36
ELEC002,Online,2024-12-26 06:58:26.476079,1,525.6
ELEC003,Online,2024-12-26 07:19:42.476079,5,565.7
ELEC004,Store 2,2024-12-26 07:26:23.476079,4,936.48
ELEC003,Store 1,2024-12-26 08:12:12.476079,1,569.03
CLT002,Online,2024-12-26 08:12:43.476079,4,65.16
CLT007,Online,2024-12-26 08:15:23.476079,1,57.32
CLT007,Online,2024-12-26 08:28:24.476079,3,59.91
ELEC001,Store 2,2024-12-26 09:09:15.476079,1,972.59
HOME003,Marketplace,2024-12-26 09:22:34.476079,1,91.07
ELEC005,Online,2024-12-26 09:24:08.476079,3,817.79
HOME001,Online,2024-12-26 09:26:27.476079,1,82.88
CLT006,Store 2,2024-12-26 09:48:51.476079,1,51.89
HOME003,Online,2024-12-26 09:52:56.476079,5,89.21
ELEC005,Store 1,2024-12-26 09:53:28.476079,4,805.3
CLT007,Store 2,2024-12-26 09:54:17.476079,5,60.83
ELEC002,Store 1,2024-12-26 09:55:37.476079,1,508.48
CLT002,Online,2024-12-26 10:19:55.476079,4,66.47
ELEC001,Store 1,2024-12-26 10:24:33.476079,1,989.67
HOME003,Online,2024-12-26 10:38:14.476079,1,95.14
ELEC004,Online,2024-12-26 10:43:00.476079,3,936.32
CLT002,Online,2024-12-26 10:49:45.476079,4,68.02
HOME001,Store 2,2024-12-26 11:03:23.476079,4,85.44
CLT005,Online,2024-12-26 11:06:59.476079,1,49.45
HOME002,Store 2,2024-12-26 11:15:55.476079,3,84.2
CLT003,Store 1,2024-12-26 11:16:13.476079,1,50.81
ELEC004,Online,2024-12-26 11:22:37.476079,1,967.9
CLT004,Online,2024-12-26 11:24:32.476079,4,56.44
ELEC004,Online,2024-12-26 11:35:58.476079,2,950.85
ELEC002,Store 2,2024-12-26 11:43:24.476079,1,549.75
ELEC005,Online,2024-12-26 11:49:13.476079,4,809.41
ELEC005,Online,2024-12-26 11:56:59.476079,3,799.97
HOME001,Store 2,2024-12-26 12:16:59.476079,5,86.43
HOME002,Store 2,2024-12-26 12:17:14.476079,1,79.86
HOME001,Online,2024-12-26 12:30:03.476079,4,84.33
CLT006,Store 2,2024-12-26 12:49:36.476079,1,52.51
HOME003,Online,2024-12-26 12:50:48.476079,1,96.82
CLT001,Online,2024-12-26 13:01:28.476079,1,60.71
CLT007,Store 1,2024-12-26 13:11:08.476079,1,60.66
ELEC001,Store 1,2024-12-26 13:20:08.476079,1,996.45
CLT004,Store 1,2024-12-26 13:22:55.476079,1,59.13
CLT007,Online,2024-12-26 13:24:40.476079,4,57.43
ELEC005,Marketplace,2024-12-26 13:47:41.476079,1,812.56
CLT006,Store 1,2024-12-26 13:52:58.476079,1,54.35
CLT005,Online,2024-12-26 13:53:02.476079,2,49.41
CLT007,Store 1,2024-12-26 13:55:38.476079,4,59.75
ELEC004,Store 1,2024-12-26 13:58:00.476079,3,987.05
ELEC002,Online,2024-12-26 14:13:07.476079,5,539.8
ELEC002,Store 2,2024-12-26 14:13:16.476079,1,525.21
HOME002,Store 1,2024-12-26 14:14:40.476079,1,84.75
HOME002,Store 1,2024-12-26 14:14:51.476079,4,85.37
CLT006,Online,2024-12-26 14:18:47.476079,5,50.94
CLT001,Store 1,2024-12-26 14:29:15.476079,2,65.14
ELEC004,Online,2024-12-26 14:30:25.476079,3,982.44
HOME001,Marketplace,2024-12-26 14:40:17.476079,1,81.64
ELEC003,Store 1,2024-12-26 15:04:41.476079,1,572.3
CLT006,Store 1,2024-12-26 15:12:42.476079,2,52.76
ELEC001,Store 2,2024-12-26 15:14:22.476079,1,1005.92
ELEC002,Store 2,2024-12-26 15:15:26.476079,1,550.58
CLT005,Store 2,2024-12-26 15:16:16.476079,5,50.88
ELEC003,Store 1,2024-12-26 15:22:57.476079,1,534.52
CLT005,Store 2,2024-12-26 15:33:23.476079,2,51.84
CLT006,Store 2,2024-12-26 15:34:01.476079,2,53.67
ELEC002,Online,2024-12-26 15:35:11.476079,5,541.47
ELEC002,Online,2024-12-26 15:39:17.476079,4,511.59
CLT007,Online,2024-12-26 15:46:00.476079,5,61.2
CLT007,Store 1,2024-12-26 15:55:50.476079,2,58.54
ELEC004,Store 2,2024-12-26 16:07:58.476079,3,929.43
HOME003,Store 1,2024-12-26 16:19:54.476079,2,97.45
CLT004,Online,2024-12-26 16:23:07.476079,4,56.63
ELEC003,Store 1,2024-12-26 16:32:32.476079,1,556.39
CLT005,Store 1,2024-12-26 16:34:58.476079,1,51.39
ELEC005,Store 2,2024-12-26 16:42:20.476079,5,814.81
ELEC002,Store 2,2024-12-26 17:02:42.476079,3,525.84
ELEC005,Online,2024-12-26 17:04:25.476079,3,816.16
HOME003,Store 1,2024-12-26 17:08:53.476079,1,92.25
ELEC001,Marketplace,2024-12-26 17:13:42.476079,4,986.28
HOME002,Store 1,2024-12-26 17:19:09.476079,2,79.16
CLT007,Store 2,2024-12-26 17:27:40.476079,2,56.99
CLT001,Online,2024-12-26 17:37:13.476079,2,63.5
ELEC005,Store 1,2024-12-26 17:46:50.476079,2,814.68
HOME003,Store 2,2024-12-26 18:12:21.476079,3,91.08
CLT004,Online,2024-12-26 18:42:53.476079,4,61.17
CLT002,Store 2,2024-12-26 18:43:10.476079,3,66.4
CLT001,Online,2024-12-26 18:58:56.476079,3,61.03
ELEC005,Store 1,2024-12-26 19:14:20.476079,2,826.12
ELEC004,Store 1,2024-12-26 19:26:25.476079,2,929.52
CLT002,Online,2024-12-26 19:27:44.476079,3,63.75
HOME003,Marketplace,2024-12-26 19:29:13.476079,1,94.6
CLT007,Store 2,2024-12-26 19:38:00.476079,5,60.91
CLT006,Online,2024-12-26 19:40:54.476079,2,51.78
CLT004,Store 2,2024-12-26 19:41:43.476079,1,57.11
CLT002,Online,2024-12-26 20:01:58.476079,2,67.44
HOME003,Store 1,2024-12-26 20:03:33.476079,1,95.79
ELEC005,Store 2,2024-12-26 20:08:24.476079,4,848.8
CLT002,Online,2024-12-26 20:11:29.476079,4,63.15
CLT004,Online,2024-12-26 20:17:00.476079,3,61.62
HOME002,Store 1,2024-12-26 20:19:47.476079,1,82.26
CLT006,Online,2024-12-26 20:25:36.476079,1,55.45
ELEC001,Online,2024-12-26 20:36:22.476079,4,947.28
CLT004,Store 2,2024-12-26 20:37:09.476079,3,59.71
CLT001,Store 2,2024-12-26 20:41:42.476079,3,63.22
ELEC004,Store 2,2024-12-26 20:53:59.476079,5,911.63
HOME002,Online,2024-12-26 20:59:13.476079,2,79.51
HOME001,Online,2024-12-26 21:10:47.476079,1,86.08
CLT004,Store 1,2024-12-26 21:30:59.476079,5,58.59
HOME003,Online,2024-12-26 21:38:06.476079,3,93.17
ELEC001,Store 1,2024-12-26 21:46:04.476079,3,961.38
CLT001,Online,2024-12-26 21:56:19.476079,5,60.7
CLT006,Online,2024-12-26 22:18:02.476079,2,50.82
ELEC002,Store 1,2024-12-26 22:28:58.476079,3,547.58
CLT003,Online,2024-12-26 23:14:16.476079,1,51.71
CLT003,Marketplace,2024-12-26 23:23:47.476079,1,50.79
CLT001,Store 1,2024-12-26 23:26:17.476079,4,59.47
HOME003,Store 1,2024-12-26 23:45:49.476079,1,93.75
ELEC002,Store 2,2024-12-26 23:53:09.476079,1,544.47
ELEC001,Store 2,2024-12-27 00:13:14.476079,5,920.64
ELEC005,Store 2,2024-12-27 00:45:32.476079,3,874.3
HOME002,Marketplace,2024-12-27 00:59:52.476079,2,78.24
CLT002,Store 2,2024-12-27 01:22:37.476079,1,67.12
ELEC001,Online,2024-12-27 01:31:30.476079,2,968.26
ELEC002,Store 1,2024-12-27 01:38:33.476079,1,549.7
ELEC003,Online,2024-12-27 01:44:35.476079,4,558.84
CLT004,Store 2,2024-12-27 01:56:53.476079,1,57.29
CLT006,Marketplace,2024-12-27 02:58:53.476079,1,51.38
CLT006,Online,2024-12-27 03:19:47.476079,1,55.38
CLT001,Online,2024-12-27 03:36:10.476079,5,63.44
ELEC001,Store 2,2024-12-27 03:54:56.476079,4,915.03
ELEC002,Online,2024-12-27 04:10:10.476079,1,520.97
CLT007,Online,2024-12-27 04:12:23.476079,2,61.8
ELEC002,Online,2024-12-27 04:15:47.476079,4,507.47
CLT004,Online,2024-12-27 04:17:51.476079,2,60.11
CLT004,Online,2024-12-27 04:26:16.476079,2,59.31
ELEC002,Store 1,2024-12-27 04:31:43.476079,5,527.3
HOME001,Online,2024-12-27 04:45:42.476079,1,84.87
ELEC002,Online,2024-12-27 05:16:35.476079,4,522.72
HOME002,Store 1,2024-12-27 05:51:21.476079,2,77.53
CLT006,Online,2024-12-27 06:10:45.476079,1,53.25
CLT001,Store 2,2024-12-27 06:16:25.476079,1,63.89
CLT002,Online,2024-12-27 06:20:14.476079,5,65.79
CLT003,Marketplace,2024-12-27 06:51:19.476079,3,53.18
HOME002,Store 2,2024-12-27 07:08:33.476079,1,84.47
CLT005,Store 2,2024-12-27 07:22:13.476079,1,49.53
ELEC004,Store 1,2024-12-27 07:26:03.476079,5,953.13
CLT003,Store 1,2024-12-27 07:40:31.476079,2,53.11
HOME002,Store 2,2024-12-27 07:42:23.476079,1,84.54
CLT007,Online,2024-12-27 07:56:50.476079,2,58.15
CLT004,Online,2024-12-27 08:49:03.476079,2,61.3
CLT003,Store 1,2024-12-27 09:00:04.476079,1,51.75
CLT002,Store 2,2024-12-27 09:12:44.476079,1,67.73
HOME002,Store 1,2024-12-27 09:12:45.476079,3,82.81
CLT002,Store 1,2024-12-27 09:14:35.476079,1,66.32
ELEC004,Online,2024-12-27 09:18:49.476079,5,959.79
CLT004,Online,2024-12-27 09:23:13.476079,1,61.83
CLT002,Store 1,2024-12-27 09:32:54.476079,2,63.08
ELEC003,Online,2024-12-27 09:39:43.476079,2,532.8
CLT002,Online,2024-12-27 09:45:04.476079,2,68.45
CLT004,Store 1,2024-12-27 09:49:44.476079,4,57.05
HOME001,Online,2024-12-27 09:52:40.476079,4,81.42
CLT006,Store 2,2024-12-27 10:02:25.476079,5,54.93
CLT003,Online,2024-12-27 10:02:53.476079,4,49.52
ELEC002,Online,2024-12-27 10:14:47.476079,1,517.87
HOME001,Online,2024-12-27 10:26:59.476079,2,83.57
HOME002,Store 2,2024-12-27 10:31:43.476079,5,83.01
CLT005,Online,2024-12-27 10:38:06.476079,2,49.99
ELEC002,Online,2024-12-27 10:39:49.476079,2,535.1
CLT001,Store 2,2024-12-27 10:41:33.476079,1,59.93
ELEC004,Store 1,2024-12-27 10:53:35.476079,1,980.69
ELEC002,Online,2024-12-27 11:01:19.476079,1,534.9
HOME002,Store 1,2024-12-27 11:14:59.476079,1,77.77
HOME002,Online,2024-12-27 11:18:57.476079,5,80.8
CLT001,Store 2,2024-12-27 11:22:38.476079,3,63.66
ELEC001,Online,2024-12-27 11:25:49.476079,2,996.64
ELEC004,Store 2,2024-12-27 11:37:13.476079,3,979.22
CLT005,Store 2,2024-12-27 11:41:03.476079,5,47.98
HOME001,Store 2,2024-12-27 11:58:11.476079,2,86.6
CLT001,Marketplace,2024-12-27 12:13:04.476079,5,65.17
CLT004,Store 2,2024-12-27 12:43:30.476079,1,57.95
CLT004,Store 2,2024-12-27 12:45:09.476079,1,58.93
ELEC003,Online,2024-12-27 12:49:41.476079,4,563.03
CLT001,Online,2024-12-27 12:54:02.476079,1,61.17
HOME003,Store 2,2024-12-27 13:17:31.476079,1,94.58
ELEC005,Store 1,2024-12-27 13:27:58.476079,1,840.31
ELEC003,Online,2024-12-27 13:47:10.476079,2,574.53
HOME001,Online,2024-12-27 13:47:54.476079,1,84.52
ELEC005,Store 1,2024-12-27 13:55:14.476079,1,809.74
HOME002,Store 1,2024-12-27 14:00:52.476079,3,80.17
CLT005,Store 1,2024-12-27 14:02:20.476079,2,48.9
ELEC005,Online,2024-12-27 14:04:04.476079,4,876.84
CLT003,Store 2,2024-12-27 14:05:02.476079,2,51.23
HOME002,Store 1,2024-12-27 14:08:25.476079,4,85.12
HOME003,Online,2024-12-27 14:10:59.476079,2,97.65
ELEC002,Store 2,2024-12-27 14:12:04.476079,1,521.98
ELEC001,Marketplace,2024-12-27 14:17:43.476079,5,930.03
ELEC001,Store 1,2024-12-27 14:35:28.476079,2,942.64
ELEC001,Store 2,2024-12-27 14:44:05.476079,2,976.58
ELEC004,Store 1,2024-12-27 14:59:20.476079,2,926.72
CLT003,Store 2,2024-12-27 15:15:47.476079,4,50.74
CLT007,Online,2024-12-27 15:16:01.476079,3,56.94
HOME003,Online,2024-12-27 15:31:19.476079,1,95.21
CLT002,Store 1,2024-12-27 15:31:44.476079,2,67.92
HOME002,Store 1,2024-12-27 15:39:52.476079,1,85.19
ELEC005,Online,2024-12-27 15:58:35.476079,2,874.47
HOME001,Store 1,2024-12-27 16:04:06.476079,3,80.9
CLT002,Online,2024-12-27 16:08:35.476079,4,67.29
HOME001,Online,2024-12-27 16:15:19.476079,1,87.78
HOME003,Store 1,2024-12-27 16:22:14.476079,1,91.34
CLT006,Store 2,2024-12-27 16:22:54.476079,2,54.23
CLT005,Store 1,2024-12-27 16:25:31.476079,2,52.0
ELEC004,Store 2,2024-12-27 16:36:48.476079,5,969.48
ELEC003,Online,2024-12-27 16:44:00.476079,5,546.96
HOME003,Store 1,2024-12-27 16:56:06.476079,1,90.62
ELEC003,Store 1,2024-12-27 17:08:26.476079,4,557.55
ELEC003,Store 1,2024-12-27 17:17:58.476079,4,549.82
HOME001,Store 2,2024-12-27 17:24:39.476079,4,81.55
ELEC001,Online,2024-12-27 17:27:03.476079,2,988.37
ELEC005,Marketplace,2024-12-27 17:28:34.476079,5,869.37
ELEC004,Online,2024-12-27 17:30:47.476079,2,913.88
ELEC003,Store 1,2024-12-27 17:47:17.476079,5,559.0
HOME002,Online,2024-12-27 17:48:30.476079,1,83.79
CLT001,Online,2024-12-27 17:50:15.476079,2,63.54
ELEC005,Store 2,2024-12-27 17:50:46.476079,1,825.68
CLT007,Store 2,2024-12-27 18:01:25.476079,1,59.67
ELEC004,Store 1,2024-12-27 18:01:58.476079,1,972.32
ELEC003,Online,2024-12-27 18:02:49.476079,1,576.59
ELEC004,Store 2,2024-12-27 18:02:52.476079,2,911.15
HOME003,Online,2024-12-27 18:05:37.476079,1,96.44
CLT001,Store 2,2024-12-27 18:06:06.476079,1,60.6
ELEC003,Store 2,2024-12-27 18:18:18.476079,1,567.06
HOME002,Online,2024-12-27 18:18:22.476079,2,83.26
HOME003,Store 2,2024-12-27 18:23:31.476079,2,94.69
CLT006,Marketplace,2024-12-27 18:31:41.476079,1,55.45
ELEC003,Store 1,2024-12-27 18:40:10.476079,4,552.89
HOME001,Store 1,2024-12-27 18:41:51.476079,2,87.1
ELEC004,Online,2024-12-27 18:42:08.476079,3,994.3
HOME001,Online,2024-12-27 18:45:00.476079,1,83.62
HOME003,Store 2,2024-12-27 18:46:57.476079,1,91.98
CLT006,Store 1,2024-12-27 18:49:12.476079,2,54.79
CLT006,Store 2,2024-12-27 18:55:17.476079,2,53.33
ELEC002,Online,2024-12-27 18:55:34.476079,2,513.19
CLT002,Online,2024-12-27 18:57:35.476079,1,63.48
HOME001,Online,2024-12-27 18:58:17.476079,1,85.56
ELEC004,Online,2024-12-27 18:59:07.476079,1,967.93
CLT002,Store 2,2024-12-27 19:03:26.476079,2,66.0
ELEC004,Online,2024-12-27 19:10:06.476079,3,926.07
CLT006,Online,2024-12-27 19:11:25.476079,4,55.24
ELEC002,Store 2,2024-12-27 19:12:43.476079,4,517.88
ELEC004,Marketplace,2024-12-27 19:26:39.476079,2,907.67
ELEC005,Online,2024-12-27 19:38:17.476079,2,802.66
ELEC004,Marketplace,2024-12-27 19:44:06.476079,2,993.01
ELEC004,Online,2024-12-27 19:47:37.476079,1,955.65
CLT006,Store 1,2024-12-27 19:58:11.476079,1,52.76
HOME001,Store 1,2024-12-27 20:21:12.476079,1,87.19
ELEC004,Marketplace,2024-12-27 20:28:56.476079,1,973.34
HOME003,Online,2024-12-27 20:29:45.476079,2,90.03
CLT004,Online,2024-12-27 20:47:43.476079,3,58.15
CLT006,Online,2024-12-27 20:54:32.476079,1,53.5
CLT003,Store 2,2024-12-27 21:04:45.476079,1,52.93
CLT006,Online,2024-12-27 22:55:05.476079,3,53.26
CLT007,Store 2,2024-12-27 22:57:44.476079,2,58.14
HOME003,Store 2,2024-12-27 23:04:27.476079,5,96.56
CLT005,Store 2,2024-12-27 23:13:34.476079,4,48.56
ELEC003,Store 2,2024-12-27 23:17:20.476079,3,545.24
ELEC005,Store 1,2024-12-27 23:19:57.476079,3,880.02
CLT003,Store 2,2024-12-27 23:22:44.476079,2,51.91
ELEC001,Marketplace,2024-12-27 23:26:24.476079,2,941.57
CLT003,Online,2024-12-27 23:46:19.476079,3,50.59
ELEC002,Online,2024-12-27 23:50:29.476079,1,518.51
HOME002,Online,2024-12-27 23:53:27.476079,1,83.66
CLT004,Online,2024-12-27 23:54:29.476079,1,61.82
ELEC002,Marketplace,2024-12-28 00:06:18.476079,4,532.13
CLT002,Online,2024-12-28 00:13:51.476079,2,67.99
